arquivo,sinal,pessoa,rep,fonte,origem,bytes,validado,estado
pessoaM02_sinal-bala_rep01.mp4,bala,M02,01,minds,06BalaSinalizador02-1.mp4,45692587,sim,baixado
pessoaM02_sinal-bala_rep02.mp4,bala,M02,02,minds,06BalaSinalizador02-2.mp4,35226451,sim,baixado
pessoaM02_sinal-bala_rep03.mp4,bala,M02,03,minds,06BalaSinalizador02-3.mp4,41376967,sim,baixado
pessoaM02_sinal-bala_rep04.mp4,bala,M02,04,minds,06BalaSinalizador02-4.mp4,39761983,sim,baixado
pessoaM02_sinal-bala_rep05.mp4,bala,M02,05,minds,06BalaSinalizador02-5.mp4,40481176,sim,baixado
pessoaM05_sinal-bala_rep01.mp4,bala,M05,01,minds,06BalaSinalizador05-1.mp4,58126030,sim,baixado
pessoaM05_sinal-bala_rep02.mp4,bala,M05,02,minds,06BalaSinalizador05-2.mp4,53419228,sim,baixado
pessoaM05_sinal-bala_rep03.mp4,bala,M05,03,minds,06BalaSinalizador05-3.mp4,41593155,sim,baixado
pessoaM05_sinal-bala_rep04.mp4,bala,M05,04,minds,06BalaSinalizador05-4.mp4,58106427,sim,baixado
pessoaM05_sinal-bala_rep05.mp4,bala,M05,05,minds,06BalaSinalizador05-5.mp4,57903348,sim,baixado
pessoaM06_sinal-bala_rep01.mp4,bala,M06,01,minds,06BalaSinalizador06-1.mp4,64532443,sim,baixado
pessoaM06_sinal-bala_rep02.mp4,bala,M06,02,minds,06BalaSinalizador06-2.mp4,78391233,sim,baixado
pessoaM06_sinal-bala_rep03.mp4,bala,M06,03,minds,06BalaSinalizador06-3.mp4,60494697,sim,baixado
pessoaM06_sinal-bala_rep04.mp4,bala,M06,04,minds,06BalaSinalizador06-4.mp4,60035947,sim,baixado
pessoaM06_sinal-bala_rep05.mp4,bala,M06,05,minds,06BalaSinalizador06-5.mp4,64784908,sim,baixado
pessoaM08_sinal-bala_rep01.mp4,bala,M08,01,minds,06BalaSinalizador08-1.mp4,51854357,sim,baixado
pessoaM08_sinal-bala_rep02.mp4,bala,M08,02,minds,06BalaSinalizador08-2.mp4,47117843,sim,baixado
pessoaM08_sinal-bala_rep03.mp4,bala,M08,03,minds,06BalaSinalizador08-3.mp4,39976989,sim,baixado
pessoaM08_sinal-bala_rep04.mp4,bala,M08,04,minds,06BalaSinalizador08-4.mp4,56298730,sim,baixado
pessoaM08_sinal-bala_rep05.mp4,bala,M08,05,minds,06BalaSinalizador08-5.mp4,54417230,sim,baixado
pessoaM10_sinal-bala_rep01.mp4,bala,M10,01,minds,06BalaSinalizador10-1.mp4,41796489,sim,baixado
pessoaM10_sinal-bala_rep02.mp4,bala,M10,02,minds,06BalaSinalizador10-2.mp4,49148321,sim,baixado
pessoaM10_sinal-bala_rep03.mp4,bala,M10,03,minds,06BalaSinalizador10-3.mp4,44975983,sim,baixado
pessoaM10_sinal-bala_rep04.mp4,bala,M10,04,minds,06BalaSinalizador10-4.mp4,46565972,sim,baixado
pessoaM10_sinal-bala_rep05.mp4,bala,M10,05,minds,06BalaSinalizador10-5.mp4,42801251,sim,baixado
pessoaM11_sinal-bala_rep01.mp4,bala,M11,01,minds,06BalaSinalizador11-1.mp4,94137700,sim,baixado
pessoaM11_sinal-bala_rep02.mp4,bala,M11,02,minds,06BalaSinalizador11-2.mp4,89151020,sim,baixado
pessoaM11_sinal-bala_rep03.mp4,bala,M11,03,minds,06BalaSinalizador11-3.mp4,84797318,sim,baixado
pessoaM11_sinal-bala_rep04.mp4,bala,M11,04,minds,06BalaSinalizador11-4.mp4,91735727,sim,baixado
pessoaM11_sinal-bala_rep05.mp4,bala,M11,05,minds,06BalaSinalizador11-5.mp4,94712033,sim,baixado
pessoaM12_sinal-bala_rep01.mp4,bala,M12,01,minds,06BalaSinalizador12-1.mp4,61469830,sim,baixado
pessoaM12_sinal-bala_rep02.mp4,bala,M12,02,minds,06BalaSinalizador12-2.mp4,86800636,sim,baixado
pessoaM12_sinal-bala_rep03.mp4,bala,M12,03,minds,06BalaSinalizador12-3.mp4,102716787,sim,baixado
pessoaM12_sinal-bala_rep04.mp4,bala,M12,04,minds,06BalaSinalizador12-4.mp4,90800793,sim,baixado
pessoaM12_sinal-bala_rep05.mp4,bala,M12,05,minds,06BalaSinalizador12-5.mp4,89925098,sim,baixado
pessoaM01_sinal-banco_rep01.mp4,banco,M01,01,minds,07BancoSinalizador01-1.mp4,45174187,sim,baixado
pessoaM01_sinal-banco_rep02.mp4,banco,M01,02,minds,07BancoSinalizador01-2.mp4,46919114,sim,baixado
pessoaM01_sinal-banco_rep03.mp4,banco,M01,03,minds,07BancoSinalizador01-3.mp4,41344557,sim,baixado
pessoaM01_sinal-banco_rep04.mp4,banco,M01,04,minds,07BancoSinalizador01-4.mp4,54454469,sim,baixado
pessoaM01_sinal-banco_rep05.mp4,banco,M01,05,minds,07BancoSinalizador01-5.mp4,45090313,sim,baixado
pessoaM02_sinal-banco_rep01.mp4,banco,M02,01,minds,07BancoSinalizador02-1.mp4,39431780,sim,baixado
pessoaM02_sinal-banco_rep02.mp4,banco,M02,02,minds,07BancoSinalizador02-2.mp4,57179944,sim,baixado
pessoaM02_sinal-banco_rep03.mp4,banco,M02,03,minds,07BancoSinalizador02-3.mp4,40788633,sim,baixado
pessoaM02_sinal-banco_rep04.mp4,banco,M02,04,minds,07BancoSinalizador02-4.mp4,43976655,sim,baixado
pessoaM02_sinal-banco_rep05.mp4,banco,M02,05,minds,07BancoSinalizador02-5.mp4,49843093,sim,baixado
pessoaM05_sinal-banco_rep01.mp4,banco,M05,01,minds,07BancoSinalizador05-1.mp4,58402037,sim,baixado
pessoaM05_sinal-banco_rep02.mp4,banco,M05,02,minds,07BancoSinalizador05-2.mp4,60529662,sim,baixado
pessoaM05_sinal-banco_rep03.mp4,banco,M05,03,minds,07BancoSinalizador05-3.mp4,47441218,sim,baixado
pessoaM05_sinal-banco_rep04.mp4,banco,M05,04,minds,07BancoSinalizador05-4.mp4,56597078,sim,baixado
pessoaM05_sinal-banco_rep05.mp4,banco,M05,05,minds,07BancoSinalizador05-5.mp4,60560774,sim,baixado
pessoaM06_sinal-banco_rep01.mp4,banco,M06,01,minds,07BancoSinalizador06-1.mp4,61098393,sim,baixado
pessoaM06_sinal-banco_rep02.mp4,banco,M06,02,minds,07BancoSinalizador06-2.mp4,64772094,sim,baixado
pessoaM06_sinal-banco_rep03.mp4,banco,M06,03,minds,07BancoSinalizador06-3.mp4,67908247,sim,baixado
pessoaM06_sinal-banco_rep04.mp4,banco,M06,04,minds,07BancoSinalizador06-4.mp4,78813911,sim,baixado
pessoaM06_sinal-banco_rep05.mp4,banco,M06,05,minds,07BancoSinalizador06-5.mp4,66966970,sim,baixado
pessoaM08_sinal-banco_rep01.mp4,banco,M08,01,minds,07BancoSinalizador08-1.mp4,45053257,sim,baixado
pessoaM08_sinal-banco_rep02.mp4,banco,M08,02,minds,07BancoSinalizador08-2.mp4,46299202,sim,baixado
pessoaM08_sinal-banco_rep03.mp4,banco,M08,03,minds,07BancoSinalizador08-3.mp4,42443470,sim,baixado
pessoaM08_sinal-banco_rep04.mp4,banco,M08,04,minds,07BancoSinalizador08-4.mp4,45594620,sim,baixado
pessoaM08_sinal-banco_rep05.mp4,banco,M08,05,minds,07BancoSinalizador08-5.mp4,40832274,sim,baixado
pessoaM10_sinal-banco_rep01.mp4,banco,M10,01,minds,07BancoSinalizador10-1.mp4,38280835,sim,baixado
pessoaM10_sinal-banco_rep02.mp4,banco,M10,02,minds,07BancoSinalizador10-2.mp4,43873720,sim,baixado
pessoaM10_sinal-banco_rep03.mp4,banco,M10,03,minds,07BancoSinalizador10-3.mp4,41204785,sim,baixado
pessoaM10_sinal-banco_rep04.mp4,banco,M10,04,minds,07BancoSinalizador10-4.mp4,39064118,sim,baixado
pessoaM10_sinal-banco_rep05.mp4,banco,M10,05,minds,07BancoSinalizador10-5.mp4,45942130,sim,baixado
pessoaM11_sinal-banco_rep01.mp4,banco,M11,01,minds,07BancoSinalizador11-1.mp4,82866632,sim,baixado
pessoaM11_sinal-banco_rep02.mp4,banco,M11,02,minds,07BancoSinalizador11-2.mp4,91350847,sim,baixado
pessoaM11_sinal-banco_rep03.mp4,banco,M11,03,minds,07BancoSinalizador11-3.mp4,89617528,sim,baixado
pessoaM11_sinal-banco_rep04.mp4,banco,M11,04,minds,07BancoSinalizador11-4.mp4,85738791,sim,baixado
pessoaM11_sinal-banco_rep05.mp4,banco,M11,05,minds,07BancoSinalizador11-5.mp4,89075649,sim,baixado
pessoaM12_sinal-banco_rep01.mp4,banco,M12,01,minds,07BancoSinalizador12-1.mp4,78623606,sim,baixado
pessoaM12_sinal-banco_rep02.mp4,banco,M12,02,minds,07BancoSinalizador12-2.mp4,95215840,sim,baixado
pessoaM12_sinal-banco_rep03.mp4,banco,M12,03,minds,07BancoSinalizador12-3.mp4,76584523,sim,baixado
pessoaM12_sinal-banco_rep04.mp4,banco,M12,04,minds,07BancoSinalizador12-4.mp4,89970198,sim,baixado
pessoaM12_sinal-banco_rep05.mp4,banco,M12,05,minds,07BancoSinalizador12-5.mp4,69307686,sim,baixado
pessoaM01_sinal-banheiro_rep01.mp4,banheiro,M01,01,minds,08BanheiroSinalizador01-1.mp4,36919436,sim,baixado
pessoaM01_sinal-banheiro_rep02.mp4,banheiro,M01,02,minds,08BanheiroSinalizador01-2.mp4,47838660,sim,baixado
pessoaM01_sinal-banheiro_rep03.mp4,banheiro,M01,03,minds,08BanheiroSinalizador01-3.mp4,63105112,sim,baixado
pessoaM01_sinal-banheiro_rep04.mp4,banheiro,M01,04,minds,08BanheiroSinalizador01-4.mp4,47144361,sim,baixado
pessoaM01_sinal-banheiro_rep05.mp4,banheiro,M01,05,minds,08BanheiroSinalizador01-5.mp4,46238799,sim,baixado
pessoaM02_sinal-banheiro_rep01.mp4,banheiro,M02,01,minds,08BanheiroSinalizador02-1.mp4,48270800,sim,baixado
pessoaM02_sinal-banheiro_rep02.mp4,banheiro,M02,02,minds,08BanheiroSinalizador02-2.mp4,63140379,sim,baixado
pessoaM02_sinal-banheiro_rep03.mp4,banheiro,M02,03,minds,08BanheiroSinalizador02-3.mp4,41706569,sim,baixado
pessoaM02_sinal-banheiro_rep04.mp4,banheiro,M02,04,minds,08BanheiroSinalizador02-4.mp4,48258178,sim,baixado
pessoaM02_sinal-banheiro_rep05.mp4,banheiro,M02,05,minds,08BanheiroSinalizador02-5.mp4,48905892,sim,baixado
pessoaM05_sinal-banheiro_rep01.mp4,banheiro,M05,01,minds,08BanheiroSinalizador05-1.mp4,56850718,sim,baixado
pessoaM05_sinal-banheiro_rep02.mp4,banheiro,M05,02,minds,08BanheiroSinalizador05-2.mp4,50289127,sim,baixado
pessoaM05_sinal-banheiro_rep03.mp4,banheiro,M05,03,minds,08BanheiroSinalizador05-3.mp4,64676035,sim,baixado
pessoaM05_sinal-banheiro_rep04.mp4,banheiro,M05,04,minds,08BanheiroSinalizador05-4.mp4,53891978,sim,baixado
pessoaM05_sinal-banheiro_rep05.mp4,banheiro,M05,05,minds,08BanheiroSinalizador05-5.mp4,51072250,sim,baixado
pessoaM06_sinal-banheiro_rep01.mp4,banheiro,M06,01,minds,08BanheiroSinalizador06-1.mp4,66175912,sim,baixado
pessoaM06_sinal-banheiro_rep02.mp4,banheiro,M06,02,minds,08BanheiroSinalizador06-2.mp4,80591020,sim,baixado
pessoaM06_sinal-banheiro_rep03.mp4,banheiro,M06,03,minds,08BanheiroSinalizador06-3.mp4,75674338,sim,baixado
pessoaM06_sinal-banheiro_rep04.mp4,banheiro,M06,04,minds,08BanheiroSinalizador06-4.mp4,83256823,sim,baixado
pessoaM06_sinal-banheiro_rep05.mp4,banheiro,M06,05,minds,08BanheiroSinalizador06-5.mp4,74950172,sim,baixado
pessoaM08_sinal-banheiro_rep01.mp4,banheiro,M08,01,minds,08BanheiroSinalizador08-1.mp4,49195589,sim,baixado
pessoaM08_sinal-banheiro_rep02.mp4,banheiro,M08,02,minds,08BanheiroSinalizador08-2.mp4,46767839,sim,baixado
pessoaM08_sinal-banheiro_rep03.mp4,banheiro,M08,03,minds,08BanheiroSinalizador08-3.mp4,46870011,sim,baixado
pessoaM08_sinal-banheiro_rep04.mp4,banheiro,M08,04,minds,08BanheiroSinalizador08-4.mp4,46493172,sim,baixado
pessoaM08_sinal-banheiro_rep05.mp4,banheiro,M08,05,minds,08BanheiroSinalizador08-5.mp4,54774582,sim,baixado
pessoaM10_sinal-banheiro_rep01.mp4,banheiro,M10,01,minds,08BanheiroSinalizador10-1.mp4,37293273,sim,baixado
pessoaM10_sinal-banheiro_rep02.mp4,banheiro,M10,02,minds,08BanheiroSinalizador10-2.mp4,46548675,sim,baixado
pessoaM10_sinal-banheiro_rep03.mp4,banheiro,M10,03,minds,08BanheiroSinalizador10-3.mp4,44670441,sim,baixado
pessoaM10_sinal-banheiro_rep04.mp4,banheiro,M10,04,minds,08BanheiroSinalizador10-4.mp4,37772092,sim,baixado
pessoaM10_sinal-banheiro_rep05.mp4,banheiro,M10,05,minds,08BanheiroSinalizador10-5.mp4,40462262,sim,baixado
pessoaM11_sinal-banheiro_rep01.mp4,banheiro,M11,01,minds,08BanheiroSinalizador11-1.mp4,78729971,sim,baixado
pessoaM11_sinal-banheiro_rep02.mp4,banheiro,M11,02,minds,08BanheiroSinalizador11-2.mp4,81213346,sim,baixado
pessoaM11_sinal-banheiro_rep03.mp4,banheiro,M11,03,minds,08BanheiroSinalizador11-3.mp4,95174931,sim,baixado
pessoaM11_sinal-banheiro_rep04.mp4,banheiro,M11,04,minds,08BanheiroSinalizador11-4.mp4,76403958,sim,baixado
pessoaM11_sinal-banheiro_rep05.mp4,banheiro,M11,05,minds,08BanheiroSinalizador11-5.mp4,79838755,sim,baixado
pessoaM12_sinal-banheiro_rep01.mp4,banheiro,M12,01,minds,08BanheiroSinalizador12-1.mp4,110084208,sim,baixado
pessoaM12_sinal-banheiro_rep02.mp4,banheiro,M12,02,minds,08BanheiroSinalizador12-2.mp4,99859927,sim,baixado
pessoaM12_sinal-banheiro_rep03.mp4,banheiro,M12,03,minds,08BanheiroSinalizador12-3.mp4,93416666,sim,baixado
pessoaM12_sinal-banheiro_rep04.mp4,banheiro,M12,04,minds,08BanheiroSinalizador12-4.mp4,89728014,sim,baixado
pessoaM12_sinal-banheiro_rep05.mp4,banheiro,M12,05,minds,08BanheiroSinalizador12-5.mp4,85572360,sim,baixado
pessoaV01_sinal-banheiro_rep01.mp4,banheiro,V01,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Banheiro_Articulador1.mp4,3591709,sim,baixado
pessoaV02_sinal-banheiro_rep01.mp4,banheiro,V02,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Banheiro_Articulador2.mp4,3721036,sim,baixado
pessoaV03_sinal-banheiro_rep01.mp4,banheiro,V03,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Banheiro_Articulador3.mp4,674649,sim,baixado
pessoaM01_sinal-barulho_rep01.mp4,barulho,M01,01,minds,09BarulhoSinalizador01-1.mp4,42283264,sim,baixado
pessoaM01_sinal-barulho_rep02.mp4,barulho,M01,02,minds,09BarulhoSinalizador01-2.mp4,61919908,sim,baixado
pessoaM01_sinal-barulho_rep03.mp4,barulho,M01,03,minds,09BarulhoSinalizador01-3.mp4,53228475,sim,baixado
pessoaM01_sinal-barulho_rep04.mp4,barulho,M01,04,minds,09BarulhoSinalizador01-4.mp4,51039035,sim,baixado
pessoaM01_sinal-barulho_rep05.mp4,barulho,M01,05,minds,09BarulhoSinalizador01-5.mp4,52746010,sim,baixado
pessoaM02_sinal-barulho_rep01.mp4,barulho,M02,01,minds,09BarulhoSinalizador02-1.mp4,40673870,sim,baixado
pessoaM02_sinal-barulho_rep02.mp4,barulho,M02,02,minds,09BarulhoSinalizador02-2.mp4,39898688,sim,baixado
pessoaM02_sinal-barulho_rep03.mp4,barulho,M02,03,minds,09BarulhoSinalizador02-3.mp4,42777524,sim,baixado
pessoaM02_sinal-barulho_rep04.mp4,barulho,M02,04,minds,09BarulhoSinalizador02-4.mp4,41664194,sim,baixado
pessoaM02_sinal-barulho_rep05.mp4,barulho,M02,05,minds,09BarulhoSinalizador02-5.mp4,41532356,sim,baixado
pessoaM05_sinal-barulho_rep01.mp4,barulho,M05,01,minds,09BarulhoSinalizador05-1.mp4,40157569,sim,baixado
pessoaM05_sinal-barulho_rep02.mp4,barulho,M05,02,minds,09BarulhoSinalizador05-2.mp4,44956230,sim,baixado
pessoaM05_sinal-barulho_rep03.mp4,barulho,M05,03,minds,09BarulhoSinalizador05-3.mp4,49702824,sim,baixado
pessoaM05_sinal-barulho_rep04.mp4,barulho,M05,04,minds,09BarulhoSinalizador05-4.mp4,52474979,sim,baixado
pessoaM05_sinal-barulho_rep05.mp4,barulho,M05,05,minds,09BarulhoSinalizador05-5.mp4,43393451,sim,baixado
pessoaM06_sinal-barulho_rep01.mp4,barulho,M06,01,minds,09BarulhoSinalizador06-1.mp4,64539067,sim,baixado
pessoaM06_sinal-barulho_rep02.mp4,barulho,M06,02,minds,09BarulhoSinalizador06-2.mp4,68584186,sim,baixado
pessoaM06_sinal-barulho_rep03.mp4,barulho,M06,03,minds,09BarulhoSinalizador06-3.mp4,61720392,sim,baixado
pessoaM06_sinal-barulho_rep04.mp4,barulho,M06,04,minds,09BarulhoSinalizador06-4.mp4,73056681,sim,baixado
pessoaM06_sinal-barulho_rep05.mp4,barulho,M06,05,minds,09BarulhoSinalizador06-5.mp4,60756901,sim,baixado
pessoaM08_sinal-barulho_rep01.mp4,barulho,M08,01,minds,09BarulhoSinalizador08-1.mp4,53991947,sim,baixado
pessoaM08_sinal-barulho_rep02.mp4,barulho,M08,02,minds,09BarulhoSinalizador08-2.mp4,67184916,sim,baixado
pessoaM08_sinal-barulho_rep03.mp4,barulho,M08,03,minds,09BarulhoSinalizador08-3.mp4,60529591,sim,baixado
pessoaM08_sinal-barulho_rep04.mp4,barulho,M08,04,minds,09BarulhoSinalizador08-4.mp4,75192414,sim,baixado
pessoaM08_sinal-barulho_rep05.mp4,barulho,M08,05,minds,09BarulhoSinalizador08-5.mp4,70251817,sim,baixado
pessoaM10_sinal-barulho_rep01.mp4,barulho,M10,01,minds,09BarulhoSinalizador10-1.mp4,62157577,sim,baixado
pessoaM10_sinal-barulho_rep02.mp4,barulho,M10,02,minds,09BarulhoSinalizador10-2.mp4,53293809,sim,baixado
pessoaM10_sinal-barulho_rep03.mp4,barulho,M10,03,minds,09BarulhoSinalizador10-3.mp4,60566060,sim,baixado
pessoaM10_sinal-barulho_rep04.mp4,barulho,M10,04,minds,09BarulhoSinalizador10-4.mp4,64374967,sim,baixado
pessoaM10_sinal-barulho_rep05.mp4,barulho,M10,05,minds,09BarulhoSinalizador10-5.mp4,59810484,sim,baixado
pessoaM11_sinal-barulho_rep01.mp4,barulho,M11,01,minds,09BarulhoSinalizador11-1.mp4,87477447,sim,baixado
pessoaM11_sinal-barulho_rep02.mp4,barulho,M11,02,minds,09BarulhoSinalizador11-2.mp4,104644142,sim,baixado
pessoaM11_sinal-barulho_rep03.mp4,barulho,M11,03,minds,09BarulhoSinalizador11-3.mp4,94721136,sim,baixado
pessoaM11_sinal-barulho_rep04.mp4,barulho,M11,04,minds,09BarulhoSinalizador11-4.mp4,92645404,sim,baixado
pessoaM11_sinal-barulho_rep05.mp4,barulho,M11,05,minds,09BarulhoSinalizador11-5.mp4,93602690,sim,baixado
pessoaM12_sinal-barulho_rep01.mp4,barulho,M12,01,minds,09BarulhoSinalizador12-1.mp4,82661451,sim,baixado
pessoaM12_sinal-barulho_rep02.mp4,barulho,M12,02,minds,09BarulhoSinalizador12-2.mp4,80387126,sim,baixado
pessoaM12_sinal-barulho_rep03.mp4,barulho,M12,03,minds,09BarulhoSinalizador12-3.mp4,91000319,sim,baixado
pessoaM12_sinal-barulho_rep04.mp4,barulho,M12,04,minds,09BarulhoSinalizador12-4.mp4,76622426,sim,baixado
pessoaM12_sinal-barulho_rep05.mp4,barulho,M12,05,minds,09BarulhoSinalizador12-5.mp4,90189628,sim,baixado
pessoaV01_sinal-barulho_rep01.mp4,barulho,V01,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Barulho_Articulador1.mp4,3441837,sim,baixado
pessoaV02_sinal-barulho_rep01.mp4,barulho,V02,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Barulho_Articulador2.mp4,1245937,sim,baixado
pessoaV03_sinal-barulho_rep01.mp4,barulho,V03,01,vlibrasil,videos UFPE (V-LIBRASIL)/data/Barulho_Articulador3.mp4,3692362,sim,baixado
pessoaM01_sinal-cinco_rep01.mp4,cinco,M01,01,minds,10CincoSinalizador01-1.mp4,37814464,sim,baixado
pessoaM01_sinal-cinco_rep02.mp4,cinco,M01,02,minds,10CincoSinalizador01-2.mp4,47803182,sim,baixado
pessoaM01_sinal-cinco_rep03.mp4,cinco,M01,03,minds,10CincoSinalizador01-3.mp4,49803468,sim,baixado
pessoaM01_sinal-cinco_rep04.mp4,cinco,M01,04,minds,10CincoSinalizador01-4.mp4,41894963,sim,baixado
pessoaM01_sinal-cinco_rep05.mp4,cinco,M01,05,minds,10CincoSinalizador01-5.mp4,48356024,sim,baixado
pessoaM02_sinal-cinco_rep01.mp4,cinco,M02,01,minds,10CincoSinalizador02-1.mp4,40403331,sim,baixado
pessoaM02_sinal-cinco_rep02.mp4,cinco,M02,02,minds,10CincoSinalizador02-2.mp4,49452100,sim,baixado
pessoaM02_sinal-cinco_rep03.mp4,cinco,M02,03,minds,10CincoSinalizador02-3.mp4,45949543,sim,baixado
pessoaM02_sinal-cinco_rep04.mp4,cinco,M02,04,minds,10CincoSinalizador02-4.mp4,45681330,sim,baixado
pessoaM02_sinal-cinco_rep05.mp4,cinco,M02,05,minds,10CincoSinalizador02-5.mp4,48839445,sim,baixado
pessoaM05_sinal-cinco_rep01.mp4,cinco,M05,01,minds,10CincoSinalizador05-1.mp4,41822834,sim,baixado
pessoaM05_sinal-cinco_rep02.mp4,cinco,M05,02,minds,10CincoSinalizador05-2.mp4,49977123,sim,baixado
pessoaM05_sinal-cinco_rep03.mp4,cinco,M05,03,minds,10CincoSinalizador05-3.mp4,52683700,sim,baixado
pessoaM05_sinal-cinco_rep04.mp4,cinco,M05,04,minds,10CincoSinalizador05-4.mp4,43156191,sim,baixado
pessoaM05_sinal-cinco_rep05.mp4,cinco,M05,05,minds,10CincoSinalizador05-5.mp4,54582390,sim,baixado
pessoaM06_sinal-cinco_rep01.mp4,cinco,M06,01,minds,10CincoSinalizador06-1.mp4,51614228,sim,baixado
pessoaM06_sinal-cinco_rep02.mp4,cinco,M06,02,minds,10CincoSinalizador06-2.mp4,53023114,sim,baixado
pessoaM06_sinal-cinco_rep03.mp4,cinco,M06,03,minds,10CincoSinalizador06-3.mp4,53605503,sim,baixado
pessoaM06_sinal-cinco_rep04.mp4,cinco,M06,04,minds,10CincoSinalizador06-4.mp4,47794827,sim,baixado
pessoaM06_sinal-cinco_rep05.mp4,cinco,M06,05,minds,10CincoSinalizador06-5.mp4,45592879,sim,baixado
pessoaM08_sinal-cinco_rep01.mp4,cinco,M08,01,minds,10CincoSinalizador08-1.mp4,41302065,sim,baixado
pessoaM08_sinal-cinco_rep02.mp4,cinco,M08,02,minds,10CincoSinalizador08-2.mp4,53799484,sim,baixado
pessoaM08_sinal-cinco_rep03.mp4,cinco,M08,03,minds,10CincoSinalizador08-3.mp4,57255133,sim,baixado
pessoaM08_sinal-cinco_rep04.mp4,cinco,M08,04,minds,10CincoSinalizador08-4.mp4,47557126,sim,baixado
pessoaM08_sinal-cinco_rep05.mp4,cinco,M08,05,minds,10CincoSinalizador08-5.mp4,60184168,sim,baixado
pessoaM10_sinal-cinco_rep01.mp4,cinco,M10,01,minds,10CincoSinalizador10-1.mp4,49320911,sim,baixado
pessoaM10_sinal-cinco_rep02.mp4,cinco,M10,02,minds,10CincoSinalizador10-2.mp4,59470982,sim,baixado
pessoaM10_sinal-cinco_rep03.mp4,cinco,M10,03,minds,10CincoSinalizador10-3.mp4,53363396,sim,baixado
pessoaM10_sinal-cinco_rep04.mp4,cinco,M10,04,minds,10CincoSinalizador10-4.mp4,51327705,sim,baixado
pessoaM10_sinal-cinco_rep05.mp4,cinco,M10,05,minds,10CincoSinalizador10-5.mp4,61594091,sim,baixado
pessoaM11_sinal-cinco_rep01.mp4,cinco,M11,01,minds,10CincoSinalizador11-1.mp4,78105435,sim,baixado
pessoaM11_sinal-cinco_rep02.mp4,cinco,M11,02,minds,10CincoSinalizador11-2.mp4,84733312,sim,baixado
pessoaM11_sinal-cinco_rep03.mp4,cinco,M11,03,minds,10CincoSinalizador11-3.mp4,90033429,sim,baixado
pessoaM11_sinal-cinco_rep04.mp4,cinco,M11,04,minds,10CincoSinalizador11-4.mp4,84791425,sim,baixado
pessoaM11_sinal-cinco_rep05.mp4,cinco,M11,05,minds,10CincoSinalizador11-5.mp4,86693965,sim,baixado
pessoaM12_sinal-cinco_rep01.mp4,cinco,M12,01,minds,10CincoSinalizador12-1.mp4,78775858,sim,baixado
pessoaM12_sinal-cinco_rep02.mp4,cinco,M12,02,minds,10CincoSinalizador12-2.mp4,68364324,sim,baixado
pessoaM12_sinal-cinco_rep03.mp4,cinco,M12,03,minds,10CincoSinalizador12-3.mp4,72825365,sim,baixado
pessoaM12_sinal-cinco_rep04.mp4,cinco,M12,04,minds,10CincoSinalizador12-4.mp4,60348502,sim,baixado
pessoaM12_sinal-cinco_rep05.mp4,cinco,M12,05,minds,10CincoSinalizador12-5.mp4,67565424,sim,baixado
pessoaM01_sinal-conhecer_rep01.mp4,conhecer,M01,01,minds,11ConhecerSinalizador01-1.mp4,37075221,sim,baixado
pessoaM01_sinal-conhecer_rep02.mp4,conhecer,M01,02,minds,11ConhecerSinalizador01-2.mp4,40310798,sim,baixado
pessoaM01_sinal-conhecer_rep03.mp4,conhecer,M01,03,minds,11ConhecerSinalizador01-3.mp4,40478492,sim,baixado
pessoaM01_sinal-conhecer_rep04.mp4,conhecer,M01,04,minds,11ConhecerSinalizador01-4.mp4,38262127,sim,baixado
pessoaM01_sinal-conhecer_rep05.mp4,conhecer,M01,05,minds,11ConhecerSinalizador01-5.mp4,40685399,sim,baixado
pessoaM02_sinal-conhecer_rep01.mp4,conhecer,M02,01,minds,11ConhecerSinalizador02-1.mp4,41610537,sim,baixado
pessoaM02_sinal-conhecer_rep02.mp4,conhecer,M02,02,minds,11ConhecerSinalizador02-2.mp4,54282100,sim,baixado
pessoaM02_sinal-conhecer_rep03.mp4,conhecer,M02,03,minds,11ConhecerSinalizador02-3.mp4,49857667,sim,baixado
pessoaM02_sinal-conhecer_rep04.mp4,conhecer,M02,04,minds,11ConhecerSinalizador02-4.mp4,42915249,sim,baixado
pessoaM02_sinal-conhecer_rep05.mp4,conhecer,M02,05,minds,11ConhecerSinalizador02-5.mp4,41063674,sim,baixado
pessoaM05_sinal-conhecer_rep01.mp4,conhecer,M05,01,minds,11ConhecerSinalizador05-1.mp4,46184114,sim,baixado
pessoaM05_sinal-conhecer_rep02.mp4,conhecer,M05,02,minds,11ConhecerSinalizador05-2.mp4,63715505,sim,baixado
pessoaM05_sinal-conhecer_rep03.mp4,conhecer,M05,03,minds,11ConhecerSinalizador05-3.mp4,45115458,sim,baixado
pessoaM05_sinal-conhecer_rep04.mp4,conhecer,M05,04,minds,11ConhecerSinalizador05-4.mp4,61966960,sim,baixado
pessoaM05_sinal-conhecer_rep05.mp4,conhecer,M05,05,minds,11ConhecerSinalizador05-5.mp4,49587606,sim,baixado
pessoaM06_sinal-conhecer_rep01.mp4,conhecer,M06,01,minds,11ConhecerSinalizador06-1.mp4,63093572,sim,baixado
