word,category,priority,query,title,source_url,download_path,status
buscar,verbo operacional,alto,Libras buscar,Como se diz BUSCAR em Libras?,https://www.youtube.com/watch?v=Evxf2fAXrOM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/buscar/buscar-Evxf2fAXrOM.mp4,downloaded
buscar,verbo operacional,alto,Libras buscar,Sinal de BUSCAR em Libras,https://www.youtube.com/watch?v=cVGe2ZtC5QU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/buscar/buscar-cVGe2ZtC5QU.mp4,downloaded
buscar,verbo operacional,alto,Libras buscar,Libras Sinal Buscar-nós,https://www.youtube.com/watch?v=Zq0lXyLWKSs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/buscar/buscar-Zq0lXyLWKSs.mp4,downloaded
buscar,verbo operacional,alto,sinal de buscar em Libras,Como eu falo sinal de BUSCAR em Libras - Professor João Fernando,https://www.youtube.com/watch?v=lUUgCnP07qs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/buscar/buscar-lUUgCnP07qs.mp4,downloaded
levar,verbo operacional,alto,Libras levar,LIBRAS BÍBLIA - Trazer x Levar (Adjetivo/Sentimento),https://www.youtube.com/watch?v=jj_2JTzuw50,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levar/levar-jj_2JTzuw50.mp4,downloaded
levar,verbo operacional,alto,Libras levar,Levar (LIBRAS),https://www.youtube.com/watch?v=Gh2Tu7IxvhI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levar/levar-Gh2Tu7IxvhI.mp4,downloaded
levar,verbo operacional,alto,Libras levar,Levar o DVD da Videoprova em Libras | Enem em Libras 2018,https://www.youtube.com/watch?v=brCezcyagPE,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levar/levar-brCezcyagPE.mp4,downloaded
levar,verbo operacional,alto,Libras levar,LIBRAS  levar,https://www.youtube.com/watch?v=IJunKXcMNzs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/levar/levar-IJunKXcMNzs.mp4,downloaded
trazer,verbo operacional,alto,Libras trazer,Sinal de TRAZER em Libras,https://www.youtube.com/watch?v=NtUtqUwaRhM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/trazer/trazer-NtUtqUwaRhM.mp4,downloaded
trazer,verbo operacional,alto,Libras trazer,Dicionario de Libras trazer,https://www.youtube.com/watch?v=vE04wlp6Agw,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/trazer/trazer-vE04wlp6Agw.mp4,downloaded
trazer,verbo operacional,alto,Libras trazer,LIBRAS BÍBLIA - Trazer (Verbo),https://www.youtube.com/watch?v=UXsXFP6mToQ,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/trazer/trazer-UXsXFP6mToQ.mp4,downloaded
trazer,verbo operacional,alto,dicionario Libras trazer,Dicionario de Libras trazer,https://www.youtube.com/watch?v=X_sGUOYP880,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/trazer/trazer-X_sGUOYP880.mp4,downloaded
escrever,verbo de documentação,alto,Libras escrever,Escrever EM LIBRAS,https://www.youtube.com/watch?v=eoF-sf-XJDk,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/escrever/escrever-eoF-sf-XJDk.mp4,downloaded
escrever,verbo de documentação,alto,sinal de escrever em Libras,Sinal de ESCREVER em LIBRAS,https://www.youtube.com/watch?v=WY5r1x1g-0c,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/escrever/escrever-WY5r1x1g-0c.mp4,downloaded
escrever,verbo de documentação,alto,dicionario Libras escrever,Dicionario de Libras maquina de escrever,https://www.youtube.com/watch?v=j2RopRM-5Hs,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/escrever/escrever-j2RopRM-5Hs.mp4,downloaded
escrever,verbo de documentação,alto,libras escrever palavra,Libras - Escrever,https://www.youtube.com/watch?v=RpVxBZ3NSjI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/escrever/escrever-RpVxBZ3NSjI.mp4,downloaded
ler,verbo de leitura,alto,Libras ler,Sinal de LER / LEITURA em LIBRAS,https://www.youtube.com/watch?v=6wrQWI2BLfA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ler/ler-6wrQWI2BLfA.mp4,downloaded
ler,verbo de leitura,alto,Libras ler,Sinal de “LER” em Libras com LibrasLab,https://www.youtube.com/watch?v=6mCSlgvXGJU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ler/ler-6mCSlgvXGJU.mp4,downloaded
ler,verbo de leitura,alto,sinal de ler em Libras,Sinal de LER em Libras,https://www.youtube.com/watch?v=IMt6IW6NpzU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ler/ler-IMt6IW6NpzU.mp4,downloaded
ler,verbo de leitura,alto,sinal de ler em Libras,LER EM LIBRAS | VERBO LER EM LIBRAS | SINAL DE LER EM LIBRAS,https://www.youtube.com/watch?v=GHxNG97at2g,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ler/ler-GHxNG97at2g.mp4,downloaded
dor,estado/urgência,alto,Libras dor,Dor na região lombar - Vídeo em Libras,https://www.youtube.com/watch?v=eAvC4QeUzBA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/dor/dor-eAvC4QeUzBA.mp4,downloaded
dor,estado/urgência,alto,Libras dor,"Frases em libras, exemplo de intensidade de dor",https://www.youtube.com/watch?v=jjjWh57LxLg,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/dor/dor-jjjWh57LxLg.mp4,downloaded
dor,estado/urgência,alto,Libras dor,Dor na região das mãos - Tenossinovite de Quervain (TDQ) em Libras,https://www.youtube.com/watch?v=YqclCOtv9Qo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/dor/dor-YqclCOtv9Qo.mp4,downloaded
dor,estado/urgência,alto,sinal de dor em Libras,Sinal de Doer / Dor em Libras ,https://www.youtube.com/watch?v=OTAjCwZcmM4,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/dor/dor-OTAjCwZcmM4.mp4,downloaded
ruim,estado/urgência,alto,Libras ruim,Como se diz RUIM em Libras?,https://www.youtube.com/watch?v=-7Rzdp6qCZM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ruim/ruim--7Rzdp6qCZM.mp4,downloaded
ruim,estado/urgência,alto,Libras ruim,LIBRAS BÍBLIA - Bem x Ruim (Adjetivo/Sentimento),https://www.youtube.com/watch?v=BDGvkp5CxZA,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ruim/ruim-BDGvkp5CxZA.mp4,downloaded
ruim,estado/urgência,alto,Libras ruim,Sinal de RUIM em Libras,https://www.youtube.com/watch?v=Z0kxSA7lQhw,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ruim/ruim-Z0kxSA7lQhw.mp4,downloaded
ruim,estado/urgência,alto,sinal de ruim em Libras,Sinal de RUIM/MAL em LIBRAS,https://www.youtube.com/watch?v=7aGzTguPcbY,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/ruim/ruim-7aGzTguPcbY.mp4,downloaded
porque,conectivo causal,alto,Libras porque,POR QUE em LIBRAS | Sinal da Palavra PORQUE em LIBRAS | Simone Libras,https://www.youtube.com/watch?v=0NBGxScwpLo,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/porque/porque-0NBGxScwpLo.mp4,downloaded
porque,conectivo causal,alto,sinal de porque em Libras,Sinal de Porque em Libras | Carlos Chaves,https://www.youtube.com/watch?v=37_69gq6hpg,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/porque/porque-37_69gq6hpg.mp4,downloaded
porque,conectivo causal,alto,sinal de porque em Libras,Tipos de Porque com Libras,https://www.youtube.com/watch?v=z_Nh25YWhbc,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/porque/porque-z_Nh25YWhbc.mp4,downloaded
porque,conectivo causal,alto,dicionario Libras porque,Dicionario de Libras porque,https://www.youtube.com/watch?v=ZF0fv66xQWI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/porque/porque-ZF0fv66xQWI.mp4,downloaded
quando,conectivo temporal,alto,Libras quando,Libras Quando Eu Crescer | Clipe Musical - Turma da Boiadeirinha,https://www.youtube.com/watch?v=VUn4R7mudKM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/quando/quando-VUn4R7mudKM.mp4,downloaded
quando,conectivo temporal,alto,dicionario Libras quando,Dicionario de Libras quando,https://www.youtube.com/watch?v=sT_UtRWc73w,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/quando/quando-sT_UtRWc73w.mp4,downloaded
quando,conectivo temporal,alto,dicionario Libras quando,Dicionario de Libras quando,https://www.youtube.com/watch?v=z-pybYudVfM,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/quando/quando-z-pybYudVfM.mp4,downloaded
quando,conectivo temporal,alto,Libras quando; sinal de quando em Libras; dicionario Libras quando; libras quando palavra; Libras quando vídeo,,,,partial
onde,conectivo de localidade,alto,sinal de onde em Libras,Lugar / onde Sinal em Libras.,https://www.youtube.com/watch?v=ESKTx1iEyl4,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/onde/onde-ESKTx1iEyl4.mp4,downloaded
onde,conectivo de localidade,alto,Libras onde; sinal de onde em Libras; dicionario Libras onde; libras onde palavra; Libras onde vídeo,,,,partial
como,conectivo de modo,alto,Libras como,Frase em Libras: Como você está?,https://www.youtube.com/watch?v=XEaQnV4LnR8,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/como/como-XEaQnV4LnR8.mp4,downloaded
como,conectivo de modo,alto,Libras como; sinal de como em Libras; dicionario Libras como; libras como palavra; Libras como vídeo,,,,partial
senha,institutional,alto,Libras senha,"LIBRAS: Eu tenho a SENHA, clipe de  TARCÍSIO DO ACORDEON.",https://www.youtube.com/watch?v=_1gfqLbgvuU,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/senha/senha-_1gfqLbgvuU.mp4,downloaded
senha,institutional,alto,Libras senha,SENHA | SEGREDO | CÓDIGO - SINAL EM LIBRAS,https://www.youtube.com/watch?v=yKbVsDyziDI,/home/walisson/libras-livre-ai-glasses-brasil/external-data/libras-gap/senha/senha-yKbVsDyziDI.mp4,downloaded
